year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
1970,93,NIC,"118,138","1,780,995",0,"3,200",0,"1,902,333",0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"2,800","1,000",0,0,0,"2,000","20,530","123,137","1,929,863","2,053,000",0.0575,0.8675,0,0.0016,0,0.9266,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0.0014,0.0005,0,0,0,0.001,0.01,0.06,0.94,1,0,24,4,8,Medium,7,1.1
1975,93,NIC,"174,069","2,090,547",0,"4,200",0,"2,268,816",0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"3,400",900,0,0,0,"14,900","13,465","105,319","2,302,681","2,408,000",0.0723,0.8682,0,0.0017,0,0.9422,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0.0014,0.0004,0,0,0,0.0062,0.0056,0.0437,0.9563,1,0,134,9,28,Low,2,1.1
1980,93,NIC,"230,000","2,400,100",0,"5,200",0,"2,635,300",0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"4,000",800,0,0,0,"27,800","6,400","95,500","2,675,500","2,771,000",0.083,0.8661,0,0.0019,0,0.951,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0004,0.0004,0,0,0,0,0.0014,0.0003,0,0,0,0.01,0.0023,0.0345,0.9655,1,0,24,4,5,Medium,7,1.1
1985,93,NIC,"250,000","2,974,000",0,0,0,"3,224,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29,800","18,200","3,253,800","3,272,000",0.0764,0.9089,0,0,0,0.9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091,0.0056,0.9944,1,0,234,9,28,Low,2,1.1
1990,93,NIC,"435,000","3,275,300",0,"6,600",0,"3,716,900",0,0,0,400,400,0,0,0,0,0,0,710,710,0,0,"4,200","4,200",0,0,0,0,"7,300","1,700",0,0,0,"18,520","47,000","74,270","3,796,730","3,871,000",0.1124,0.8461,0,0.0017,0,0.9602,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0011,0.0011,0,0,0,0,0.0019,0.0004,0,0,0,0.0048,0.0121,0.0192,0.9808,1,0,24,4,5,Medium,7,1.1
1995,93,NIC,"512,500","3,787,650",0,"7,450",0,"4,307,600",0,0,0,248,248,0,0,0,0,0,0,786,786,0,0,"5,017","5,017",0,0,0,0,"8,458","1,991",0,0,0,"22,642","136,097","56,161","4,482,839","4,539,000",0.1129,0.8345,0,0.0016,0,0.949,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0011,0.0011,0,0,0,0,0.0019,0.0004,0,0,0,0.005,0.03,0.0124,0.9876,1,0,24,5,24,Medium,1,1.1
2000,93,NIC,"590,000","4,300,000",0,"8,300",0,"4,898,300",0,0,0,497,497,0,0,0,0,0,0,863,863,0,0,"5,835","5,835",0,0,0,0,"9,616","2,283",0,0,0,"26,764","225,195","4,647","5,169,353","5,174,000",0.114,0.8311,0,0.0016,0,0.9467,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0002,0.0002,0,0,0.0011,0.0011,0,0,0,0,0.0019,0.0004,0,0,0,0.0052,0.0435,0.0009,0.9991,1,0,24,2,5,High,13,1.1
2005,93,NIC,"1,264,400","3,556,125","87,200",0,0,"4,907,725",0,0,0,0,0,0,0,0,0,0,0,"1,500","1,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"490,500","50,275","5,399,725","5,450,000",0.232,0.6525,0.016,0,0,0.9005,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0092,0.9908,1,0,24,2,10,High,83,1.1
2010,93,NIC,"1,350,661","3,798,734","93,149",0,0,"5,242,544",0,0,0,0,0,0,0,0,0,0,0,"1,602","1,602",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"523,963","53,706","5,768,109","5,821,815",0.232,0.6525,0.016,0,0,0.9005,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0092,0.9908,1,0,24,4,10,Medium,83,1.1
1945,94,COS,0,"680,000",0,0,0,"680,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,000","680,000","700,000",0,0.9714,0,0,0,0.9714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286,0.9714,1,0,34,99,35,Low,99,1.1
1950,94,COS,0,"773,000",0,0,0,"773,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27,000","773,000","800,000",0,0.9663,0,0,0,0.9663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338,0.9663,1,0,24,4,5,Medium,7,1.1
1955,94,COS,0,"985,500",0,0,0,"985,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,500","985,500","1,028,000",0,0.9587,0,0,0,0.9587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413,0.9587,1,0,134,9,28,Low,4,1.1
1960,94,COS,0,"1,198,000",0,0,0,"1,198,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,000","1,198,000","1,254,000",0,0.9553,0,0,0,0.9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447,0.9553,1,0,24,10,24,Medium,12,1.1
1965,94,COS,"40,000","1,196,000",0,0,0,"1,236,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,677","1,236,000","1,272,677",0.0314,0.9398,0,0,0,0.9712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288,0.9712,1,0,234,5,10,Medium,15,1.1
1970,94,COS,"48,874","1,602,192",0,0,0,"1,651,066",0,0,0,"1,500","1,500",0,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,0,0,0,"5,600","5,000",0,0,0,"1,000","9,300","51,534","1,675,466","1,727,000",0.0283,0.9277,0,0,0,0.956,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0.0032,0.0029,0,0,0,0.0006,0.0054,0.0298,0.9702,1,0,24,4,8,Medium,7,1.1
1975,94,COS,"59,887","1,867,221",0,0,0,"1,927,108",0,0,0,"1,740","1,740",0,0,0,0,0,0,0,0,0,0,"2,200","2,200",0,0,0,0,"7,000","5,300",0,0,0,"4,450","11,150","9,052","1,958,948","1,968,000",0.0304,0.9488,0,0,0,0.9792,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0.0011,0.0011,0,0,0,0,0.0036,0.0027,0,0,0,0.0023,0.0057,0.0046,0.9954,1,0,134,9,28,Low,2,1.1
1980,94,COS,"70,900","2,132,250",0,"2,500",0,"2,205,650",0,0,0,"1,980","1,980",0,0,0,0,0,0,0,0,0,0,"2,400","2,400",0,0,0,0,"8,400","5,600",0,0,0,"7,900","13,000",70,"2,244,930","2,245,000",0.0316,0.9498,0,0.0011,0,0.9825,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0.0011,0.0011,0,0,0,0,0.0037,0.0025,0,0,0,0.0035,0.0058,0,1,1,0,234,5,20,Medium,1,1.1
1985,94,COS,"48,000","2,450,000",0,0,0,"2,498,000",0,0,0,"2,500","2,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21,100","120,400","2,521,600","2,642,000",0.0182,0.9273,0,0,0,0.9455,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0456,0.9544,1,0,24,9,24,Medium,2,1.1
1990,94,COS,"99,000","2,520,000",0,"1,600",0,"2,620,600",0,0,0,"3,800","3,800",0,0,0,0,0,0,0,0,0,0,"2,000","2,000",0,80,0,0,0,0,0,0,"35,000",800,"115,520","27,200","2,777,800","2,805,000",0.0353,0.8984,0,0.0006,0,0.9343,0,0,0,0.0014,0.0014,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0.0125,0.0003,0.0412,0.0097,0.9903,1,0,24,4,5,Medium,7,1.1
1995,94,COS,"170,000","2,926,350",0,"1,600",0,"3,097,950",0,0,0,"4,170","4,170",0,0,0,0,0,0,0,0,0,0,"2,171","2,171",0,100,0,0,0,0,0,0,"40,630",857,"120,000","67,122","3,265,878","3,333,000",0.051,0.878,0,0.0005,0,0.9295,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0,0,0,0,0.0007,0.0007,0,0,0,0,0,0,0,0,0.0122,0.0003,0.036,0.0201,0.9799,1,0,24,5,24,Medium,1,1.1
2000,94,COS,"310,000","3,459,780",0,"1,600",0,"3,771,380",0,0,0,"4,540","4,540",0,0,0,0,0,0,0,0,0,0,"2,343","2,343",0,121,0,0,0,0,0,0,"46,260",914,"177,647","19,795","4,003,205","4,023,000",0.0771,0.86,0,0.0004,0,0.9375,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0,0,0.0115,0.0002,0.0442,0.0049,0.9951,1,0,24,5,20,Medium,1,1.1
2005,94,COS,"472,368","3,583,440",0,"1,300",0,"4,057,108",0,0,0,"2,687","2,687",0,0,0,0,0,0,0,0,0,0,"1,135","1,135",0,519,0,0,0,0,0,0,"22,491",0,"157,000","25,060","4,240,940","4,266,000",0.1107,0.84,0,0.0003,0,0.951,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0.0001,0,0,0,0,0,0,0.0053,0,0.0368,0.0059,0.9941,1,0,24,4,5,High,83,1.1
2010,94,COS,"453,444","3,471,000",0,"1,297",0,"3,925,741",0,0,0,"3,800","3,800",0,0,0,0,0,0,0,0,0,0,"1,200","1,200",0,558,0,0,0,0,0,0,"35,000","1,250","445,000","37,451","4,412,549","4,450,000",0.1019,0.78,0,0.0003,0,0.8822,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0.0001,0,0,0,0,0,0,0.0079,0.0003,0.1,0.0084,0.9916,1,0,24,5,10,Medium,83,1.1
1945,95,PAN,"42,600","657,800",0,0,0,"700,400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,600","700,400","703,000",0.0606,0.9357,0,0,0,0.9963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0.9963,1,0,234,5,10,Medium,15,1.1
1950,95,PAN,"48,000","739,000",0,0,0,"787,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,000","787,000","795,000",0.0604,0.9296,0,0,0,0.9899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0.9899,1,0,24,5,10,Medium,15,1.1
1955,95,PAN,"47,300","889,240",0,0,0,"936,540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,460","936,540","946,000",0.05,0.94,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,1,0,34,99,35,Low,99,1.1
1960,95,PAN,"55,000","1,058,440",0,0,0,"1,113,440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,560","1,113,440","1,126,000",0.0488,0.94,0,0,0,0.9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112,0.9888,1,0,24,9,24,Medium,2,1.1
1965,95,PAN,"69,500","1,187,430",0,0,0,"1,256,930",0,0,0,"1,000","1,000",0,0,0,0,0,0,"30,000","30,000",0,0,750,750,0,"2,000",0,0,"7,200",0,0,0,"1,500","2,500",0,"1,120","1,301,880","1,303,000",0.0533,0.9113,0,0,0,0.9646,0,0,0,0.0008,0.0008,0,0,0,0,0,0,0.023,0.023,0,0,0.0006,0.0006,0,0.0015,0,0,0.0055,0,0,0,0.0012,0.0019,0,0.0009,0.9991,1,0,24,8,24,Medium,20,1.1
1970,95,PAN,"84,001","1,316,421",0,"15,000",0,"1,415,422",0,0,0,"2,000","2,000",0,0,0,0,0,0,"55,000","55,000",0,0,"1,500","1,500",0,0,0,0,"14,400",0,0,0,"3,000","5,000",0,"9,678","1,496,322","1,506,000",0.0558,0.8741,0,0.01,0,0.9399,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0365,0.0365,0,0,0.001,0.001,0,0,0,0,0.0096,0,0,0,0.002,0.0033,0,0.0064,0.9936,1,0,24,4,8,Medium,7,1.1
1975,95,PAN,"103,380","1,502,390",0,0,0,"1,605,770",0,0,0,"1,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,230","1,606,770","1,723,000",0.06,0.872,0,0,0,0.932,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675,0.9325,1,0,24,9,24,Medium,2,1.1
1980,95,PAN,"129,400","1,741,766",0,"6,600",0,"1,877,766",0,0,0,866,866,0,0,0,0,0,0,"28,666","28,666",0,0,"1,666","1,666",0,"4,333",0,0,"10,000","1,166",0,0,0,"5,133","13,233","7,171","1,942,829","1,950,000",0.0664,0.8932,0,0.0034,0,0.963,0,0,0,0.0004,0.0004,0,0,0,0,0,0,0.0147,0.0147,0,0,0.0009,0.0009,0,0.0022,0,0,0.0051,0.0006,0,0,0,0.0026,0.0068,0.0037,0.9963,1,0,234,5,20,Medium,1,1.1
1985,95,PAN,"122,280","1,941,000",0,0,0,"2,063,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"103,720","2,063,280","2,167,000",0.0564,0.8957,0,0,0,0.9521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479,0.9521,1,0,24,2,5,High,13,1.1
1990,95,PAN,"280,000","2,004,500",0,"8,000",0,"2,292,500",0,0,0,"1,133","1,133",0,0,0,0,0,0,"35,000","35,000",0,0,"12,200","12,200",0,"2,666",0,0,"14,250","1,200",0,0,0,"5,666","31,466","1,919","2,396,081","2,398,000",0.1168,0.8359,0,0.0033,0,0.956,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0.0146,0.0146,0,0,0.0051,0.0051,0,0.0011,0,0,0.0059,0.0005,0,0,0,0.0024,0.0131,0.0008,0.9992,1,0,24,4,5,Medium,7,1.1
1995,95,PAN,"184,170","2,367,900",0,0,0,"2,552,070",0,0,0,"3,400","3,400",0,0,0,0,0,0,"11,666","11,666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"63,864","2,567,136","2,631,000",0.07,0.9,0,0,0,0.97,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0044,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243,0.9757,1,0,24,5,24,Medium,1,1.1
2000,95,PAN,"420,000","2,330,000",0,"23,500",0,"2,773,500",0,0,0,"3,778","3,778",0,0,0,0,0,0,"12,655","12,655",0,0,"2,033","2,033",0,"9,138",0,0,0,0,0,0,"4,169",0,0,"50,727","2,805,273","2,856,000",0.1471,0.8158,0,0.0082,0,0.9711,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0.0044,0.0044,0,0,0.0007,0.0007,0,0.0032,0,0,0,0,0,0,0.0015,0,0,0.0178,0.9822,1,0,234,9,28,Low,2,1.1
2005,95,PAN,"611,040","2,550,120",0,0,0,"3,161,160",0,0,0,"5,000","5,000",0,0,0,0,0,0,"10,000","10,000",0,0,"12,315","12,315",0,450,112,0,"18,857",0,0,0,"2,356",0,0,"17,750","3,210,250","3,228,000",0.1893,0.79,0,0,0,0.9793,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0.0031,0.0031,0,0,0.0038,0.0038,0,0.0001,0,0,0.0058,0,0,0,0.0007,0,0,0.0055,0.9945,1,0,24,4,8,High,83,1.1
2010,95,PAN,"805,444","3,361,450",0,0,0,"4,166,894",0,0,0,"6,590","6,590",0,0,0,0,0,0,"13,181","13,181",0,0,"16,233","16,233",0,593,148,0,"24,856",0,0,0,"3,106",0,0,"23,399","4,231,601","4,255,000",0.1893,0.79,0,0,0,0.9793,0,0,0,0.0015,0.0015,0,0,0,0,0,0,0.0031,0.0031,0,0,0.0038,0.0038,0,0.0001,0,0,0.0058,0,0,0,0.0007,0,0,0.0055,0.9945,1,0,24,5,20,Medium,83,1.1
1945,100,COL,"40,000","9,253,000",0,0,0,"9,293,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"977,000","9,293,000","10,270,000",0.0039,0.901,0,0,0,0.9049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951,0.9049,1,0,34,99,35,Low,99,1.1
1950,100,COL,"60,000","10,427,280",0,0,0,"10,487,280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"846,720","10,487,280","11,334,000",0.0053,0.92,0,0,0,0.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747,0.9253,1,0,24,4,5,Medium,7,1.1
1955,100,COL,"90,000","12,608,715",0,0,0,"12,698,715",0,0,0,"12,500","12,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"460,785","12,711,215","13,172,000",0.0068,0.9572,0,0,0,0.9641,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.965,1,0,234,9,28,Low,2,1.1
1960,100,COL,"66,666","14,953,786",0,0,0,"15,020,452",0,0,0,"8,333","8,333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"387,215","15,028,785","15,416,000",0.0043,0.97,0,0,0,0.9743,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251,0.9749,1,0,24,9,24,Medium,2,1.1
1965,100,COL,"90,000","17,456,120",0,0,0,"17,546,120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"449,880","17,546,120","17,996,000",0.005,0.97,0,0,0,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.975,1,0,234,8,28,Low,20,1.1
1970,100,COL,"202,635","20,000,836",0,0,0,"20,203,471",0,0,0,"17,313","17,313",0,0,0,0,0,0,"24,016","24,016",0,0,481,481,0,0,0,0,"11,700",0,0,0,481,"134,452","68,765","66,321","20,460,679","20,527,000",0.0099,0.9744,0,0,0,0.9842,0,0,0,0.0008,0.0008,0,0,0,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0,0,0.0006,0,0,0,0,0.0066,0.0033,0.0032,0.9968,1,0,234,9,28,Low,2,1.1
1975,100,COL,"200,000","22,561,920",0,0,0,"22,761,920",0,0,0,"12,000","12,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"728,080","22,773,920","23,502,000",0.0085,0.96,0,0,0,0.9685,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.969,1,0,24,9,24,Medium,2,1.1
1980,100,COL,"235,000","24,597,400","2,700","1,350","110,000","24,946,450",0,0,0,"6,850","6,850",0,0,0,0,0,0,"34,000","34,000",0,0,600,600,0,"3,000",0,0,"19,000",0,0,0,500,"166,000","98,350","617,250","25,274,750","25,892,000",0.0091,0.95,0.0001,0.0001,0.0042,0.9635,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0.0013,0.0013,0,0,0,0,0,0.0001,0,0,0.0007,0,0,0,0,0.0064,0.0038,0.0238,0.9762,1,0,234,4,10,Medium,7,1.1
1985,100,COL,"280,000","28,006,950",0,0,0,"28,286,950",0,0,0,"7,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"180,000","250,000","757,050","28,723,950","29,481,000",0.0095,0.95,0,0,0,0.9595,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061,0.0085,0.0257,0.9743,1,0,24,9,24,Medium,2,1.1
1990,100,COL,"340,000","30,640,000",0,0,0,"30,980,000",0,0,0,"8,750","8,750",0,0,0,0,0,0,"20,000","20,000",0,0,"1,300","1,300",0,"8,000",0,0,"48,000",0,0,0,"1,700","195,000","375,000","662,250","31,637,750","32,300,000",0.0105,0.9486,0,0,0,0.9591,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0002,0,0,0.0015,0,0,0,0.0001,0.006,0.0116,0.0205,0.9795,1,0,24,4,5,Medium,7,1.1
1995,100,COL,"412,857","33,344,050",0,0,0,"33,756,907",0,0,0,"6,500","6,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"350,000","450,000","535,593","34,563,407","35,099,000",0.0118,0.95,0,0,0,0.9618,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0128,0.0153,0.9847,1,0,24,9,24,Medium,2,1.1
2000,100,COL,"5,713,335","34,280,010","2,400","1,200",0,"39,996,945",0,0,0,"7,500","7,500",0,0,0,0,0,0,"32,248","32,248",0,0,"1,124","1,124",0,"6,832",0,0,"43,172",0,0,0,"1,431","370,423","563,000","1,298,325","41,022,675","42,321,000",0.135,0.81,0.0001,0,0,0.9451,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0002,0,0,0.001,0,0,0,0,0.0088,0.0133,0.0307,0.9693,1,0,24,9,28,Low,2,1.1
2005,100,COL,"6,433,350","35,168,980","2,800","1,366",0,"41,606,496",0,0,,"7,500","7,500",0,0,0,0,0,0,"25,700","25,700",0,0,"1,500","1,500",0,"7,500",0,0,"43,751",0,0,0,"1,200","375,394","643,335","176,624","42,712,376","42,889,000",0.15,0.82,0.0001,0,0,0.9701,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0002,0,0,0.001,0,0,0,0,0.0088,0.015,0.0041,0.9959,1,0,24,4,5,Medium,83,1.1
2010,100,COL,"6,944,250","37,961,900","3,022","1,475",0,"44,910,647",0,0,,"8,095","8,095",0,0,0,0,0,0,"27,740","27,740",0,0,"1,619","1,619",0,"8,095",0,0,"47,225",0,0,0,"1,295","405,206","694,425","190,653","46,104,347","46,295,000",0.15,0.82,0.0001,0,0,0.9701,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0002,0,0,0.001,0,0,0,0,0.0088,0.015,0.0041,0.9959,1,0,24,4,24,Medium,99,1.1
1945,101,VEN,0,"3,710,000",0,0,0,"3,710,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000",0,"460,000","3,810,000","4,270,000",0,0.8689,0,0,0,0.8689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234,0,0.1077,0.8923,1,0,34,99,35,Low,99,1.1
1950,101,VEN,0,"4,466,000",0,0,0,"4,466,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000",0,"396,000","4,566,000","4,962,000",0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202,0,0.0798,0.9202,1,0,24,4,5,Medium,7,1.1
1955,101,VEN,"14,000","5,648,283",0,0,0,"5,662,283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000",0,"335,717","5,762,283","6,098,000",0.0023,0.9263,0,0,0,0.9285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164,0,0.0551,0.9449,1,0,234,5,10,Medium,15,1.1
1960,101,VEN,"20,000","6,835,000",0,0,0,"6,855,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000",0,"547,000","6,955,000","7,502,000",0.0027,0.9111,0,0,0,0.9138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0.0729,0.9271,1,0,24,6,24,Medium,18,1.1
1965,101,VEN,"20,000","8,111,460",0,0,0,"8,131,460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"590,540","8,131,460","8,722,000",0.0023,0.93,0,0,0,0.9323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0677,0.9323,1,0,24,5,10,Medium,15,1.1
1970,101,VEN,"84,593","9,567,080",0,570,"192,959","9,845,202",0,0,0,"11,000","11,000",0,0,0,0,0,0,250,250,0,0,"1,000","1,000",0,0,0,0,"12,450",0,0,0,0,"20,000","24,500","484,598","9,914,402","10,399,000",0.0081,0.92,0,0.0001,0.0186,0.9467,0,0,0,0.0011,0.0011,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0.0012,0,0,0,0,0.0019,0.0024,0.0466,0.9534,1,0,24,9,24,Medium,2,1.1
