year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,sourcecode,Version
2000,70,MEX,"2,854,592","92,770,000",0,"187,800",0,"95,812,392",0,0,0,"122,001","122,001",0,0,0,0,0,0,"257,168","257,168",0,0,"22,940","22,940",0,"6,010",0,0,0,"10,086",0,0,0,"72,450","2,050,000","527,953","98,353,047","98,881,000",0.0289,0.9382,0,0.0019,0,0.969,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0026,0.0026,0,0,0.0002,0.0002,0,0.0001,0,0,0,0.0001,0,0,0,0.0007,0.0207,0.0053,0.9947,1,0,24,9,24,Medium,2,1.1
2005,70,MEX,"3,917,977","93,248,365","102,600","25,000",0,"97,293,942",0,0,0,"128,646","128,646",0,0,0,0,0,0,"206,112","206,112",0,0,"24,190","24,190",0,"9,465","5,213",0,"35,739","10,635",0,0,0,"117,732","6,092,334","22,992","103,924,008","103,947,000",0.0377,0.8971,0.001,0.0002,0,0.936,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.002,0.002,0,0,0.0002,0.0002,0,0.0001,0.0001,0,0.0003,0.0001,0,0,0,0.0011,0.0586,0.0002,0.9998,1,0,234,5,20,Medium,1,1.1
2010,70,MEX,"15,886,801","92,924,489",0,0,0,"108,811,290",0,0,0,"67,476","67,476",0,0,0,0,0,0,"3,760","3,760",0,0,0,0,0,0,0,0,0,0,0,0,"35,995","27,839","3,052,509","337,669","111,998,869","112,336,538",0.1414,0.8272,0,0,0,0.9686,0,0,0,0.0006,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0002,0.0272,0.003,0.997,1,0,1,1,5,High,70,1.1
1980,80,BLZ,"21,700","96,800",0,"13,800",0,"132,300",0,0,0,"1,890","1,890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"2,200","13,410","136,590","150,000",0.1447,0.6453,0,0.092,0,0.882,0,0,0,0.0126,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0147,0.0894,0.9106,1,0,24,4,5,Medium,7,1.1
1985,80,BLZ,"22,500","102,000",0,"20,000",0,"144,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000","19,500","146,500","166,000",0.1355,0.6145,0,0.1205,0,0.8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.1175,0.8825,1,0,24,2,5,High,13,1.1
1990,80,BLZ,"29,500","108,000",0,"11,500","14,920","163,920",0,0,0,"2,100","2,100",0,0,0,0,0,0,"1,000","1,000",0,0,600,600,0,"4,000",0,0,"5,300",0,0,0,0,480,"4,800","6,800","182,200","189,000",0.1561,0.5714,0,0.0608,0.0789,0.8673,0,0,0,0.0111,0.0111,0,0,0,0,0,0,0.0053,0.0053,0,0,0.0032,0.0032,0,0.0212,0,0,0.028,0,0,0,0,0.0025,0.0254,0.036,0.964,1,0,24,4,5,Medium,7,1.1
1995,80,BLZ,"34,500","122,469",0,"11,000","18,352","186,321",0,0,0,"1,300","1,300",0,0,0,0,0,0,"1,194","1,194",0,0,721,721,0,"4,768",0,0,"6,120",0,0,0,"1,020",460,"5,998","8,098","207,902","216,000",0.1597,0.567,0,0.0509,0.085,0.8626,0,0,0,0.006,0.006,0,0,0,0,0,0,0.0055,0.0055,0,0,0.0033,0.0033,0,0.0221,0,0,0.0283,0,0,0,0.0047,0.0021,0.0278,0.0375,0.9625,1,0,24,5,24,Medium,1,1.1
2000,80,BLZ,"58,684","115,035",0,"12,386","6,117","192,222",0,0,0,0,0,0,0,0,0,0,0,243,243,0,0,0,0,0,367,0,0,205,0,0,0,0,0,"21,795","26,168","214,832","241,000",0.2435,0.4773,0,0.0514,0.0254,0.7976,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.0015,0,0,0.0009,0,0,0,0,0,0.0904,0.1086,0.8914,1,0,1,2,5,Medium,74,1.1
2005,80,BLZ,"69,756","119,022",0,"13,201","6,117","208,096",0,0,0,0,0,0,0,0,0,0,0,410,410,0,0,378,378,0,489,0,0,203,0,0,0,0,0,"34,653","47,771","244,229","292,000",0.2389,0.4076,0,0.0452,0.0209,0.7127,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0014,0,0,0.0013,0.0013,0,0.0017,0,0,0.0007,0,0,0,0,0,0.1187,0.1636,0.8364,1,0,24,4,5,High,74,1.1
2010,80,BLZ,"80,829","123,010",0,"14,016","6,117","223,972",0,0,0,0,0,0,0,0,0,0,0,577,577,0,0,757,757,0,612,0,0,202,0,0,0,0,0,"47,511","30,475","273,631","304,106",0.2658,0.4045,0,0.0461,0.0201,0.7365,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0019,0,0,0.0025,0.0025,0,0.002,0,0,0.0007,0,0,0,0,0,0.1562,0.1002,0.8998,1,0,1,2,5,High,74,1.1
1945,90,GUA,"72,000","2,245,000",0,0,0,"2,317,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"123,000","2,317,000","2,440,000",0.0295,0.9201,0,0,0,0.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.9496,1,0,34,99,35,Low,99,1.1
1950,90,GUA,"78,000","2,703,134",0,0,0,"2,781,134",0,0,0,829,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187,037","2,781,963","2,969,000",0.0263,0.9105,0,0,0,0.9367,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.937,1,0,24,3,5,High,14,1.1
1955,90,GUA,"79,000","2,986,206",0,0,0,"3,065,206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192,794","3,065,206","3,258,000",0.0242,0.9166,0,0,0,0.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592,0.9408,1,0,34,99,35,Low,99,1.1
1960,90,GUA,"150,000","3,657,000",0,0,0,"3,807,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"157,000","3,807,000","3,964,000",0.0378,0.9226,0,0,0,0.9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396,0.9604,1,0,24,6,24,Medium,18,1.1
1965,90,GUA,"104,000","4,202,560",0,0,0,"4,306,560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"261,440","4,306,560","4,568,000",0.0228,0.92,0,0,0,0.9428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572,0.9428,1,0,234,5,10,Medium,15,1.1
1970,90,GUA,"269,594","4,546,449",0,750,0,"4,816,793",0,0,0,"1,000","1,000",0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,0,"1,000",0,0,0,"5,000","102,480","318,727","4,927,273","5,246,000",0.0514,0.8667,0,0.0001,0,0.9182,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0,0.0002,0,0,0,0.001,0.0195,0.0608,0.9392,1,0,234,8,28,Low,20,1.1
1975,90,GUA,"369,097","5,077,624",0,875,0,"5,447,596",0,0,0,250,250,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"3,500",900,0,0,0,"12,000","74,940","482,814","5,540,186","6,023,000",0.0613,0.843,0,0.0001,0,0.9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0.0006,0.0001,0,0,0,0.002,0.0124,0.0802,0.9198,1,0,134,9,28,Low,2,1.1
1980,90,GUA,"468,600","5,608,800",0,"1,000",0,"6,078,400",0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"7,000",800,0,0,0,"19,000","47,400","762,900","6,154,100","6,917,000",0.0677,0.8109,0,0.0001,0,0.8788,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0.001,0.0001,0,0,0,0.0027,0.0069,0.1103,0.8897,1,0,24,4,5,Medium,7,1.1
1985,90,GUA,"764,300","6,479,400",0,0,0,"7,243,700",0,0,0,250,250,0,0,0,0,0,0,400,400,0,0,"1,300","1,300",0,0,0,0,"11,500","1,950",0,0,0,"11,075","66,100","626,725","7,336,275","7,963,000",0.096,0.8137,0,0,0,0.9097,0,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0002,0.0002,0,0,0,0,0.0014,0.0002,0,0,0,0.0014,0.0083,0.0787,0.9213,1,0,24,2,8,High,13,1.1
1990,90,GUA,"1,060,000","7,450,000",0,"1,300",0,"8,511,300",0,0,0,950,950,0,0,0,0,0,0,800,800,0,0,"1,600","1,600",0,0,0,0,"16,000","3,100",0,0,0,"3,150","84,800","575,300","8,621,700","9,197,000",0.1153,0.81,0,0.0001,0,0.9254,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0002,0.0002,0,0,0,0,0.0017,0.0003,0,0,0,0.0003,0.0092,0.0626,0.9374,1,0,234,4,10,Medium,7,1.1
1995,90,GUA,"1,296,000","8,279,000",0,"1,225",0,"9,576,225",0,0,0,644,644,0,0,0,0,0,0,655,655,0,0,"1,390","1,390",0,0,0,0,"8,036",0,0,0,0,"1,742","19,521","367,787","9,608,213","9,976,000",0.1299,0.8299,0,0.0001,0,0.9599,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0001,0.0001,0,0,0,0,0.0008,0,0,0,0,0.0002,0.002,0.0369,0.9631,1,0,34,9,28,Low,2,1.1
2000,90,GUA,"1,593,900","9,449,550",0,"1,800",0,"11,045,250",0,0,0,"1,014","1,014",0,0,0,0,0,0,911,911,0,0,"1,981","1,981",0,0,0,0,"7,500","3,684",0,0,"23,835","2,910","284,625","13,290","11,371,710","11,385,000",0.14,0.83,0,0.0002,0,0.9702,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0002,0.0002,0,0,0,0,0.0007,0.0003,0,0,0.0021,0.0003,0.025,0.0012,0.9988,1,0,234,2,10,Medium,83,1.1
2005,90,GUA,"5,080,400","6,985,550",0,0,0,"12,065,950",0,0,0,"1,000","1,000",0,0,0,0,0,0,"1,100","1,100",0,0,"2,000","2,000",0,0,0,0,"7,200","4,000",0,0,"26,000",0,"508,040","85,710","12,615,290","12,701,000",0.4,0.55,0,0,0,0.95,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0001,0.0001,0,0,0.0002,0.0002,0,0,0,0,0.0006,0.0003,0,0,0.002,0,0.04,0.0067,0.9933,1,0,24,6,10,Medium,83,1.1
2010,90,GUA,"5,529,785","7,603,454",0,0,0,"13,133,239",0,0,0,"2,000","2,000","2,000",0,0,0,0,0,0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,800","635,050","49,374","13,775,089","13,824,463",0.4,0.55,0,0,0,0.95,0,0,0,0.0001,0.0001,0.0001,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.0459,0.0036,0.9964,1,0,24,6,10,Medium,83,1.1
1945,91,HON,"23,305","1,174,269",0,0,0,"1,197,574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"62,426","1,197,574","1,260,000",0.0185,0.932,0,0,0,0.9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495,0.9505,1,0,24,3,8,High,14,1.1
1950,91,HON,"27,000","1,373,000",0,0,0,"1,400,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,000","1,400,000","1,445,000",0.0187,0.9502,0,0,0,0.9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311,0.9689,1,0,24,4,5,Medium,7,1.1
1955,91,HON,"31,000","1,583,700",0,0,0,"1,614,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50,300","1,614,700","1,665,000",0.0186,0.9512,0,0,0,0.9698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0.9698,1,0,34,5,24,Medium,15,1.1
1960,91,HON,"35,000","1,854,000",0,0,0,"1,889,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,000","1,889,000","1,943,000",0.018,0.9542,0,0,0,0.9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0.9722,1,0,24,6,24,Medium,18,1.1
1965,91,HON,"42,000","1,952,293",0,0,0,"1,994,293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,662","1,994,293","2,029,955",0.0207,0.9617,0,0,0,0.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0.9824,1,0,24,8,24,Medium,20,1.1
1970,91,HON,"61,889","2,412,601",0,210,0,"2,474,700",0,0,0,150,150,0,0,0,0,0,0,"1,600","1,600",0,0,"1,000","1,000",0,0,0,0,"8,000",500,0,0,0,"5,000","35,430","112,620","2,526,380","2,639,000",0.0235,0.9142,0,0.0001,0,0.9377,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0006,0.0006,0,0,0.0004,0.0004,0,0,0,0,0.003,0.0002,0,0,0,0.0019,0.0134,0.0427,0.9573,1,0,24,9,24,Medium,2,1.1
1975,91,HON,"84,144","2,889,835","2,640",255,0,"2,976,874",0,0,0,150,150,0,0,0,0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,0,500,0,0,0,"5,000","35,430","74,046","3,018,954","3,093,000",0.0272,0.9343,0.0009,0.0001,0,0.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0002,0,0,0,0.0016,0.0115,0.0239,0.9761,1,0,24,9,24,Medium,2,1.1
1980,91,HON,"106,400","3,367,070","5,280",300,0,"3,479,050",0,0,0,210,210,0,0,0,0,0,0,"1,840","1,840",0,0,"1,000","1,000",0,0,0,0,"11,600",300,0,0,0,"13,000","11,900","172,100","3,518,900","3,691,000",0.0288,0.9122,0.0014,0.0001,0,0.9426,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0003,0.0003,0,0,0,0,0.0031,0.0001,0,0,0,0.0035,0.0032,0.0466,0.9534,1,0,234,4,10,Medium,7,1.1
1985,91,HON,"139,000","4,156,000",0,0,0,"4,295,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,000","62,000","4,310,000","4,372,000",0.0318,0.9506,0,0,0,0.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0142,0.9858,1,0,24,9,24,Medium,2,1.1
1990,91,HON,"166,850","4,750,300","2,500",0,0,"4,919,650",0,0,0,290,290,0,0,0,0,0,0,"6,000","6,000",0,0,"2,500","2,500",0,0,0,0,"20,000",400,0,0,0,"6,100","106,400","43,660","5,061,340","5,105,000",0.0327,0.9305,0.0005,0,0,0.9637,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0012,0.0012,0,0,0.0005,0.0005,0,0,0,0,0.0039,0.0001,0,0,0,0.0012,0.0208,0.0086,0.9914,1,0,24,4,8,Medium,7,1.1
1995,91,HON,"378,425","5,245,150","1,250",0,0,"5,624,825",0,0,0,145,145,0,0,0,0,0,0,"3,000","3,000",0,0,"1,250","1,250",0,0,0,0,"10,000",200,0,0,0,"3,050","103,200","207,330","5,745,670","5,953,000",0.0636,0.8811,0.0002,0,0,0.9449,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0.0002,0.0002,0,0,0,0,0.0017,0,0,0,0,0.0005,0.0173,0.0348,0.9652,1,0,24,5,24,Medium,1,1.1
2000,91,HON,"590,000","5,740,000",0,0,0,"6,330,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100,000","100,000","6,430,000","6,530,000",0.0904,0.879,0,0,0,0.9694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153,0.0153,0.9847,1,0,234,2,10,Medium,13,1.1
2005,91,HON,"690,000","5,740,000","7,200","7,000","143,286","6,587,486",0,0,0,357,357,0,0,0,0,0,0,"10,010","10,010",0,0,"3,854","3,854",0,0,0,0,"33,801",482,0,0,0,"38,447","402,332","30,231","7,076,769","7,107,000",0.0971,0.8077,0.001,0.001,0.0202,0.9269,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0014,0.0014,0,0,0.0005,0.0005,0,0,0,0,0.0048,0.0001,0,0,0,0.0054,0.0566,0.0043,0.9957,1,0,234,5,20,Medium,1,1.1
2010,91,HON,"2,560,652","4,561,162",0,0,0,"7,121,814",0,0,0,397,397,397,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"800,203","79,228","7,922,811","8,002,039",0.32,0.57,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0099,0.9901,1,0,24,8,20,Medium,83,1.1
1945,92,SAL,0,"1,565,906",0,0,0,"1,565,906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"174,094","1,565,906","1,740,000",0,0.8999,0,0,0,0.8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1001,0.8999,1,0,34,99,35,Low,99,1.1
1950,92,SAL,0,"1,693,000",0,0,0,"1,693,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"166,000","1,693,000","1,859,000",0,0.9107,0,0,0,0.9107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893,0.9107,1,0,24,4,5,Medium,7,1.1
1955,92,SAL,0,"1,946,500",0,0,0,"1,946,500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"188,500","1,946,500","2,135,000",0,0.9117,0,0,0,0.9117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.9117,1,0,34,5,24,Medium,15,1.1
1960,92,SAL,0,"2,400,000",0,0,0,"2,400,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"178,000","2,400,000","2,578,000",0,0.931,0,0,0,0.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0.931,1,0,24,6,24,Medium,18,1.1
1965,92,SAL,"75,000","2,655,140",0,0,0,"2,730,140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"89,860","2,730,140","2,820,000",0.0266,0.9415,0,0,0,0.9681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319,0.9681,1,0,24,8,24,Medium,20,1.1
1970,92,SAL,"149,197","3,313,086",0,155,0,"3,462,438",0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,"5,100",300,0,0,0,"9,500","2,400","53,662","3,480,338","3,534,000",0.0422,0.9375,0,0,0,0.9798,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0.0014,0.0001,0,0,0,0.0027,0.0007,0.0152,0.9848,1,0,24,4,8,Medium,7,1.1
1975,92,SAL,"180,498","3,251,280",0,155,0,"3,431,933",0,0,0,300,300,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,0,0,300,0,0,0,"9,500","71,574","20,093","3,513,907","3,534,000",0.0511,0.92,0,0,0,0.9711,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0.0001,0,0,0,0.0027,0.0203,0.0057,0.9943,1,0,34,9,28,Low,2,1.1
1980,92,SAL,"211,800","4,180,090",0,210,0,"4,392,100",0,0,0,410,410,0,0,0,0,0,0,0,0,0,0,800,800,0,0,0,0,"5,000",0,0,0,0,"47,100","12,200","50,390","4,457,610","4,508,000",0.047,0.9273,0,0,0,0.9743,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0.0002,0.0002,0,0,0,0,0.0011,0,0,0,0,0.0104,0.0027,0.0112,0.9888,1,0,234,4,10,Medium,7,1.1
1985,92,SAL,"169,960","4,467,520",0,0,0,"4,637,480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"199,000","19,520","4,836,480","4,856,000",0.035,0.92,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.004,0.996,1,0,134,2,10,Medium,13,1.1
1990,92,SAL,"200,000","4,665,000",0,340,0,"4,865,340",0,0,0,500,500,0,0,0,0,0,0,"1,550","1,550",0,0,540,540,0,0,0,0,"20,000",700,0,0,0,"16,000","70,000","56,370","4,974,630","5,031,000",0.0398,0.9273,0,0.0001,0,0.9671,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0.0001,0.0001,0,0,0,0,0.004,0.0001,0,0,0,0.0032,0.0139,0.0112,0.9888,1,0,24,2,5,High,13,1.1
1995,92,SAL,"413,800","4,874,280",0,370,0,"5,288,450",0,0,0,282,282,0,0,0,0,0,0,"1,656","1,656",0,0,301,301,0,0,0,0,"10,000",741,0,0,0,"18,942","289,416","52,212","5,609,788","5,662,000",0.0731,0.8609,0,0.0001,0,0.934,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0,0.0001,0.0001,0,0,0,0,0.0018,0.0001,0,0,0,0.0033,0.0511,0.0092,0.9908,1,0,24,5,24,Medium,1,1.1
2000,92,SAL,"627,600","5,083,560",0,400,0,"5,711,560",0,0,0,565,565,0,0,0,0,0,0,"1,763","1,763",0,0,602,602,0,0,0,0,0,783,0,0,0,"21,884","508,833","30,010","6,245,990","6,276,000",0.1,0.81,0,0.0001,0,0.9101,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0.0001,0.0001,0,0,0,0,0,0.0001,0,0,0,0.0035,0.0811,0.0048,0.9952,1,0,234,2,10,Medium,13,1.1
2005,92,SAL,"1,151,460","4,651,374",0,200,0,"5,803,034",0,0,0,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,692","562,936","6,056","6,390,944","6,397,000",0.18,0.7271,0,0,0,0.9071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.088,0.0009,0.9991,1,0,99,4,10,Medium,99,1.1
2010,92,SAL,"1,990,591","4,219,188",0,0,0,"6,209,779",0,0,0,648,648,0,0,0,0,0,0,"2,027","2,027",0,0,0,0,0,0,0,0,0,0,0,0,0,"27,500","800,563","171,771","7,040,517","7,212,288",0.276,0.585,0,0,0,0.861,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038,0.111,0.0238,0.9762,1,0,24,4,10,Medium,83,1.1
1945,93,NIC,"39,024","873,843",0,0,0,"912,867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,133","912,867","923,000",0.0423,0.9467,0,0,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.989,1,0,34,99,35,Low,99,1.1
1950,93,NIC,"40,000","1,012,000",0,0,0,"1,052,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,052,000","1,052,000",0.038,0.962,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,3,5,High,14,1.1
1955,93,NIC,"41,000","1,172,000",0,0,0,"1,213,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,000","1,213,000","1,245,000",0.0329,0.9414,0,0,0,0.9743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257,0.9743,1,0,134,5,10,Medium,15,1.1
1960,93,NIC,"42,000","1,332,000",0,0,0,"1,374,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"37,000","1,374,000","1,411,000",0.0298,0.944,0,0,0,0.9738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262,0.9738,1,0,24,6,24,Medium,18,1.1
1965,93,NIC,"54,100","1,450,081",0,0,0,"1,504,181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"36,819","1,504,181","1,541,000",0.0351,0.941,0,0,0,0.9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.9761,1,0,134,8,28,Low,20,1.1
